2017 01 01 00 0.0
2017 01 01 01 0.0
2017 01 01 02 0.0
2017 01 01 03 0.0
2017 01 01 04 0.0
2017 01 01 05 0.0
2017 01 01 06 0.0
2017 01 01 07 0.0
2017 01 01 08 0.0
2017 01 01 09 5.9
2017 01 01 10 13.3
2017 01 01 11 23.8
2017 01 01 12 15.2
2017 01 01 13 0.0
2017 01 01 14 0.0
2017 01 01 15 0.0
2017 01 01 16 0.0
2017 01 01 17 0.0
2017 01 01 18 0.0
2017 01 01 19 0.0
2017 01 01 20 0.0
2017 01 01 21 0.0
2017 01 01 22 0.0
2017 01 01 23 0.0
2017 01 02 00 0.0
2017 01 02 01 0.0
2017 01 02 02 0.0
2017 01 02 03 0.0
2017 01 02 04 0.0
2017 01 02 05 0.0
2017 01 02 06 0.0
2017 01 02 07 0.0
2017 01 02 08 0.0
2017 01 02 09 4.7
2017 01 02 10 6.8
2017 01 02 11 10.6
2017 01 02 12 5.1
2017 01 02 13 0.0
2017 01 02 14 0.0
2017 01 02 15 0.0
2017 01 02 16 0.0
2017 01 02 17 0.0
2017 01 02 18 0.0
2017 01 02 19 0.0
2017 01 02 20 0.0
2017 01 02 21 0.0
2017 01 02 22 0.0
2017 01 02 23 0.0
2017 01 03 00 0.0
2017 01 03 01 0.0
2017 01 03 02 0.0
2017 01 03 03 0.0
2017 01 03 04 0.0
2017 01 03 05 0.0
2017 01 03 06 0.0
2017 01 03 07 0.0
2017 01 03 08 0.0
2017 01 03 09 6.8
2017 01 03 10 7.6
2017 01 03 11 7.6
2017 01 03 12 2.7
2017 01 03 13 0.0
2017 01 03 14 0.0
2017 01 03 15 0.0
2017 01 03 16 0.0
2017 01 03 17 0.0
2017 01 03 18 0.0
2017 01 03 19 0.0
2017 01 03 20 0.0
2017 01 03 21 0.0
2017 01 03 22 0.0
2017 01 03 23 0.0
2017 01 04 00 0.0
2017 01 04 01 0.0
2017 01 04 02 0.0
2017 01 04 03 0.0
2017 01 04 04 0.0
2017 01 04 05 0.0
2017 01 04 06 0.0
2017 01 04 07 0.0
