2017 01 01 00 -999.0
2017 01 01 01 -999.0
2017 01 01 02 -999.0
2017 01 01 03 -999.0
2017 01 01 04 -999.0
2017 01 01 05 -999.0
2017 01 01 06 -999.0
2017 01 01 07 -999.0
2017 01 01 08 -999.0
2017 01 01 09 -999.0
2017 01 01 10 -999.0
2017 01 01 11 -999.0
2017 01 01 12 -999.0
2017 01 01 13 -999.0
2017 01 01 14 -999.0
2017 01 01 15 -999.0
2017 01 01 16 -999.0
2017 01 01 17 -999.0
2017 01 01 18 -999.0
2017 01 01 19 -999.0
2017 01 01 20 -999.0
2017 01 01 21 -999.0
2017 01 01 22 -999.0
2017 01 01 23 -999.0
2017 01 02 00 -999.0
2017 01 02 01 -999.0
2017 01 02 02 -999.0
2017 01 02 03 -999.0
2017 01 02 04 -999.0
2017 01 02 05 -999.0
2017 01 02 06 -999.0
2017 01 02 07 -999.0
2017 01 02 08 -999.0
2017 01 02 09 -999.0
2017 01 02 10 -999.0
2017 01 02 11 -999.0
2017 01 02 12 -999.0
2017 01 02 13 -999.0
2017 01 02 14 -999.0
2017 01 02 15 -999.0
2017 01 02 16 -999.0
2017 01 02 17 -999.0
2017 01 02 18 -999.0
2017 01 02 19 -999.0
2017 01 02 20 -999.0
2017 01 02 21 -999.0
2017 01 02 22 -999.0
2017 01 02 23 -999.0
2017 01 03 00 -999.0
2017 01 03 01 -999.0
2017 01 03 02 -999.0
2017 01 03 03 -999.0
2017 01 03 04 -999.0
2017 01 03 05 -999.0
2017 01 03 06 -999.0
2017 01 03 07 -999.0
2017 01 03 08 -999.0
2017 01 03 09 -999.0
2017 01 03 10 -999.0
2017 01 03 11 -999.0
2017 01 03 12 -999.0
2017 01 03 13 -999.0
2017 01 03 14 -999.0
2017 01 03 15 -999.0
2017 01 03 16 -999.0
2017 01 03 17 -999.0
2017 01 03 18 -999.0
2017 01 03 19 -999.0
2017 01 03 20 -999.0
2017 01 03 21 -999.0
2017 01 03 22 -999.0
2017 01 03 23 -999.0
2017 01 04 00 -999.0
2017 01 04 01 -999.0
2017 01 04 02 -999.0
2017 01 04 03 -999.0
2017 01 04 04 -999.0
2017 01 04 05 -999.0
2017 01 04 06 -999.0
2017 01 04 07 -999.0
2017 01 04 08 -999.0
2017 01 04 09 -999.0
2017 01 04 10 -999.0
2017 01 04 11 -999.0
2017 01 04 12 -999.0
2017 01 04 13 -999.0
2017 01 04 14 -999.0
2017 01 04 15 -999.0
2017 01 04 16 -999.0
2017 01 04 17 -999.0
2017 01 04 18 -999.0
2017 01 04 19 -999.0
2017 01 04 20 -999.0
2017 01 04 21 -999.0
2017 01 04 22 -999.0
2017 01 04 23 -999.0
2017 01 05 00 -999.0
2017 01 05 01 -999.0
2017 01 05 02 -999.0
2017 01 05 03 -999.0
2017 01 05 04 -999.0
2017 01 05 05 -999.0
2017 01 05 06 -999.0
2017 01 05 07 -999.0
2017 01 05 08 -999.0
2017 01 05 09 -999.0
2017 01 05 10 -999.0
2017 01 05 11 -999.0
2017 01 05 12 -999.0
2017 01 05 13 -999.0
2017 01 05 14 -999.0
2017 01 05 15 -999.0
2017 01 05 16 -999.0
2017 01 05 17 -999.0
2017 01 05 18 -999.0
2017 01 05 19 -999.0
2017 01 05 20 -999.0
2017 01 05 21 -999.0
2017 01 05 22 -999.0
2017 01 05 23 -999.0
2017 01 06 00 -999.0
2017 01 06 01 -999.0
2017 01 06 02 -999.0
2017 01 06 03 -999.0
2017 01 06 04 -999.0
2017 01 06 05 -999.0
2017 01 06 06 -999.0
2017 01 06 07 -999.0
2017 01 06 08 -999.0
2017 01 06 09 -999.0
2017 01 06 10 -999.0
2017 01 06 11 -999.0
2017 01 06 12 -999.0
2017 01 06 13 -999.0
2017 01 06 14 -999.0
2017 01 06 15 -999.0
2017 01 06 16 -999.0
2017 01 06 17 -999.0
2017 01 06 18 -999.0
2017 01 06 19 -999.0
2017 01 06 20 -999.0
2017 01 06 21 -999.0
2017 01 06 22 -999.0
2017 01 06 23 -999.0
2017 01 07 00 -999.0
2017 01 07 01 -999.0
2017 01 07 02 -999.0
2017 01 07 03 -999.0
2017 01 07 04 -999.0
2017 01 07 05 -999.0
2017 01 07 06 -999.0
2017 01 07 07 -999.0
2017 01 07 08 -999.0
2017 01 07 09 -999.0
2017 01 07 10 -999.0
2017 01 07 11 -999.0
2017 01 07 12 -999.0
2017 01 07 13 -999.0
2017 01 07 14 -999.0
2017 01 07 15 -999.0
2017 01 07 16 -999.0
2017 01 07 17 -999.0
2017 01 07 18 -999.0
2017 01 07 19 -999.0
2017 01 07 20 -999.0
2017 01 07 21 -999.0
2017 01 07 22 -999.0
2017 01 07 23 -999.0
2017 01 08 00 -999.0
2017 01 08 01 -999.0
2017 01 08 02 -999.0
2017 01 08 03 -999.0
2017 01 08 04 -999.0
2017 01 08 05 -999.0
2017 01 08 06 -999.0
2017 01 08 07 -999.0
2017 01 08 08 -999.0
2017 01 08 09 -999.0
2017 01 08 10 -999.0
2017 01 08 11 -999.0
2017 01 08 12 -999.0
2017 01 08 13 -999.0
2017 01 08 14 -999.0
2017 01 08 15 -999.0
2017 01 08 16 -999.0
2017 01 08 17 -999.0
2017 01 08 18 -999.0
2017 01 08 19 -999.0
2017 01 08 20 -999.0
2017 01 08 21 -999.0
2017 01 08 22 -999.0
2017 01 08 23 -999.0
2017 01 09 00 -999.0
2017 01 09 01 -999.0
2017 01 09 02 -999.0
2017 01 09 03 -999.0
2017 01 09 04 -999.0
2017 01 09 05 -999.0
2017 01 09 06 -999.0
2017 01 09 07 -999.0
2017 01 09 08 -999.0
